,INSTITUTIONCODE,REPORTINGDATE,DESCRIPTIONNO,PARTICULARS,AMOUNT
17289,MB51,2024-06-30,29,    (c )Deffered Tax Assets,0.0
17290,MB51,2024-06-30,30,    (d )Intangible Assets,0.0
17291,MB51,2024-06-30,31,    (e) Miscellaneous Assets,0.0
17292,MB51,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
17293,MB51,2024-06-30,34,8. LIABILITIES,0.0
17294,MB51,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
17295,MB51,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
17296,MB51,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
17297,MB51,2024-06-30,41,          (v) Other Borrowings,0.0
17298,MB51,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
17299,MB51,2024-06-30,45,           (iii) Other Borrowings,0.0
17300,MB51,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
17301,MB51,2024-06-30,47,11.TAX PAYABLES,0.0
17302,MB51,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
17303,MB51,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
17304,MB51,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
17305,MB51,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),34675000.0
17306,MB51,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
17307,MB51,2024-06-30,54,    (c) Capital Grants,11900000.0
17308,MB51,2024-06-30,55, (d) Donations,0.0
17309,MB51,2024-06-30,56,    (e) Share Premium,0.0
17310,MB51,2024-06-30,57,    (f) General Reserves,0.0
17311,MB51,2024-06-30,58,    (g) Retained Earnings,0.0
17312,MB51,2024-06-30,59,    (h) Profit/Loss,2775000.0
17313,MB51,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),34675000.0
17314,M066,2024-06-30,60,    (i) Other Reserves,0.0
17315,M066,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),333589000.0
17316,MF30,2024-06-30,4,(i) Non-Agent Banking  Balances,5330078.0
17317,MF30,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
17318,MF30,2024-06-30,7,    (d) MNOs Float  Balances,0.0
17319,MF30,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
17320,MF30,2024-06-30,9,    (a )Treasury Bills,0.0
17321,MF30,2024-06-30,10,    (b) Other Government Securities,0.0
17322,MF30,2024-06-30,11,    (c) Private Securities,0.0
17323,MF30,2024-06-30,12,    (d) Others,0.0
17324,MF30,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
17325,MF30,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
17326,MF30,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),5951078.0
17327,MF30,2024-06-30,15,    (a) Equity Investment,0.0
17328,MF30,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
17329,MF30,2024-06-30,17,4. LOANS - NET (sum a:d less e),45519558.0
17330,MF30,2024-06-30,18,     (a) Loans to Clients,45974753.58
17331,MF30,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
17332,MF30,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
17333,MF30,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
17334,MF30,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,455195.58
17335,MF30,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",4560000.0
17336,MF30,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),204500.0
17337,MF30,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),303000.0
17338,MF30,2024-06-30,28,    (b) Prepaid Expenses,0.0
17339,MF30,2024-06-30,30,    (d )Intangible Assets,0.0
17340,MF30,2024-06-30,31,    (e) Miscellaneous Assets,0.0
17341,MF30,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
17342,MF30,2024-06-30,33,7. TOTAL ASSETS ,56333636.0
17343,MF30,2024-06-30,34,8. LIABILITIES,0.0
17344,MF30,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
17345,MF30,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
17346,MF30,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
17347,MF30,2024-06-30,41,          (v) Other Borrowings,0.0
17348,MF30,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
17349,MF30,2024-06-30,45,           (iii) Other Borrowings,0.0
17350,MF30,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
17351,MF30,2024-06-30,47,11.TAX PAYABLES,0.0
17352,MF30,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
17353,MF30,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
17354,MF30,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
17355,MF30,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),56333636.0
17356,MF30,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,0.0
17357,MF30,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
17358,MF30,2024-06-30,54,    (c) Capital Grants,55000000.0
17359,MF30,2024-06-30,55, (d) Donations,0.0
17360,MF30,2024-06-30,56,    (e) Share Premium,0.0
17361,M066,2024-06-30,57,    (f) General Reserves,15969000.0
17362,M066,2024-06-30,58,    (g) Retained Earnings,0.0
17363,MF30,2024-06-30,57,    (f) General Reserves,0.0
17364,MF30,2024-06-30,58,    (g) Retained Earnings,0.0
17365,MF30,2024-06-30,59,    (h) Profit/Loss,1333636.0
17366,MF30,2024-06-30,60,    (i) Other Reserves,0.0
17367,MF30,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),56333636.0
17368,M883,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
17369,M883,2024-06-30,5,(ii) Agent-Banking Balances,0.0
17370,M883,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
17371,M883,2024-06-30,7,    (d) MNOs Float  Balances,0.0
17372,M883,2024-06-30,9,    (a )Treasury Bills,0.0
17373,M883,2024-06-30,10,    (b) Other Government Securities,0.0
17374,M883,2024-06-30,11,    (c) Private Securities,0.0
17375,M883,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
17376,M883,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
17377,M883,2024-06-30,15,    (a) Equity Investment,0.0
17378,M883,2024-06-30,18,     (a) Loans to Clients,19143522.0
17379,M883,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
17380,M883,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",3926978.0
17381,M883,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),723022.0
17382,M883,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
17383,M883,2024-06-30,27,    (a) Receivables,0.0
17384,M883,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),0.0
17385,M883,2024-06-30,28,    (b) Prepaid Expenses,0.0
17386,M883,2024-06-30,29,    (c )Deffered Tax Assets,0.0
17387,M883,2024-06-30,30,    (d )Intangible Assets,0.0
17388,M883,2024-06-30,34,8. LIABILITIES,0.0
17389,M883,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
17390,M883,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
17391,M883,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
17392,M883,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
17393,M883,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
17394,M883,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
17395,M883,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
17396,M883,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
17397,M883,2024-06-30,45,           (iii) Other Borrowings,0.0
17398,M883,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
17399,M883,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
17400,M883,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
17401,M883,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),23070500.0
17402,M883,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
17403,M883,2024-06-30,56,    (e) Share Premium,0.0
17404,M883,2024-06-30,57,    (f) General Reserves,0.0
17405,M883,2024-06-30,59,    (h) Profit/Loss,3070500.0
17406,M883,2024-06-30,60,    (i) Other Reserves,0.0
17407,M066,2024-06-30,2,    (a) Cash in Hand,0.0
17408,M066,2024-06-30,5,(ii) Agent-Banking Balances,606000.0
17409,M066,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
17410,M066,2024-06-30,7,    (d) MNOs Float  Balances,0.0
17411,M066,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
17412,M066,2024-06-30,9,    (a )Treasury Bills,0.0
17413,M066,2024-06-30,10,    (b) Other Government Securities,0.0
17414,M066,2024-06-30,12,    (d) Others,0.0
17415,M066,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
17416,M066,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
17417,M066,2024-06-30,15,    (a) Equity Investment,0.0
17418,M066,2024-06-30,17,4. LOANS - NET (sum a:d less e),332983000.0
17419,M066,2024-06-30,18,     (a) Loans to Clients,322983000.0
17420,M066,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
17421,M066,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
17422,M066,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",0.0
17423,M066,2024-06-30,24,"    (a) Property, Plant and Equipment",0.0
17424,M066,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),0.0
17425,M066,2024-06-30,27,    (a) Receivables,0.0
17426,M066,2024-06-30,28,    (b) Prepaid Expenses,0.0
17427,M066,2024-06-30,29,    (c )Deffered Tax Assets,0.0
17428,M066,2024-06-30,30,    (d )Intangible Assets,0.0
17429,M066,2024-06-30,31,    (e) Miscellaneous Assets,0.0
17430,M066,2024-06-30,33,7. TOTAL ASSETS ,333589000.0
17431,M066,2024-06-30,34,8. LIABILITIES,0.0
17432,M066,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
17433,M066,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
17434,M066,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
17435,M066,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
17436,M066,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
17437,M066,2024-06-30,41,          (v) Other Borrowings,0.0
17438,M066,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
17439,M066,2024-06-30,45,           (iii) Other Borrowings,0.0
17440,M066,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
17441,M066,2024-06-30,47,11.TAX PAYABLES,0.0
17442,M066,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
17443,M066,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
17444,M066,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),333589000.0
17445,M066,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,300000000.0
17446,M066,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
17447,M066,2024-06-30,54,    (c) Capital Grants,0.0
17448,M066,2024-06-30,55, (d) Donations,2000000.0
17449,M066,2024-06-30,56,    (e) Share Premium,0.0
17450,M418,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),0.0
17451,M418,2024-06-30,5,(ii) Agent-Banking Balances,0.0
17452,M418,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
17453,M418,2024-06-30,9,    (a )Treasury Bills,0.0
17454,M418,2024-06-30,11,    (c) Private Securities,0.0
17455,M418,2024-06-30,12,    (d) Others,0.0
17456,M418,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
17457,M418,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
17458,M418,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
17459,M418,2024-06-30,17,4. LOANS - NET (sum a:d less e),26029333.0
17460,M418,2024-06-30,18,     (a) Loans to Clients,26280333.0
17461,M418,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
17462,M418,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,251000.0
17463,M418,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",2988000.0
17464,M418,2024-06-30,24,"    (a) Property, Plant and Equipment",3200000.0
17465,M418,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),212000.0
17466,M418,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
17467,M418,2024-06-30,28,    (b) Prepaid Expenses,0.0
17468,M418,2024-06-30,29,    (c )Deffered Tax Assets,0.0
17469,M418,2024-06-30,30,    (d )Intangible Assets,0.0
17470,M418,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
17471,M418,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),5561734.0
17472,M418,2024-06-30,2,    (a) Cash in Hand,5561734.0
17473,M418,2024-06-30,34,8. LIABILITIES,0.0
17474,M418,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
17475,M418,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
17476,M418,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
17477,M418,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
17478,M418,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
17479,M418,2024-06-30,41,          (v) Other Borrowings,0.0
17480,M418,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
17481,M418,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
17482,M418,2024-06-30,45,           (iii) Other Borrowings,0.0
17483,M418,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
17484,M418,2024-06-30,47,11.TAX PAYABLES,0.0
17485,M418,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
17486,M418,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
17487,M418,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
17488,M418,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),34579067.0
17489,M418,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
17490,M418,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
17491,M418,2024-06-30,55, (d) Donations,0.0
17492,M418,2024-06-30,56,    (e) Share Premium,0.0
17493,M418,2024-06-30,58,    (g) Retained Earnings,7153684.0
17494,M418,2024-06-30,60,    (i) Other Reserves,4194000.0
17495,M418,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),34579067.0
17496,M025,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),2746500.0
17497,M025,2024-06-30,2,    (a) Cash in Hand,2746500.0
17498,M025,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
17499,M025,2024-06-30,5,(ii) Agent-Banking Balances,0.0
17500,M025,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
17501,M025,2024-06-30,7,    (d) MNOs Float  Balances,0.0
17502,M025,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
17503,M025,2024-06-30,9,    (a )Treasury Bills,0.0
17504,M025,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
17505,M025,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
17506,M025,2024-06-30,15,    (a) Equity Investment,0.0
17507,M025,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
17508,M025,2024-06-30,17,4. LOANS - NET (sum a:d less e),49636932.0
17509,M025,2024-06-30,18,     (a) Loans to Clients,37227699.0
17510,M025,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
17511,M025,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
17512,M025,2024-06-30,21,     (d) Accrued Interest on Loans ,12409233.0
17513,M025,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",11412289.0
17514,M025,2024-06-30,24,"    (a) Property, Plant and Equipment",11412289.0
17515,M025,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),0.0
17516,M025,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
17517,M025,2024-06-30,27,    (a) Receivables,0.0
17518,M025,2024-06-30,28,    (b) Prepaid Expenses,0.0
17519,M025,2024-06-30,29,    (c )Deffered Tax Assets,0.0
17520,M025,2024-06-30,30,    (d )Intangible Assets,0.0
17521,M025,2024-06-30,31,    (e) Miscellaneous Assets,0.0
17522,M025,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
17523,M025,2024-06-30,33,7. TOTAL ASSETS ,63795721.0
17524,M025,2024-06-30,34,8. LIABILITIES,0.0
17525,M025,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
17526,M025,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
17527,M025,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
17528,M025,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
17529,M025,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
17530,M025,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
17531,M025,2024-06-30,41,          (v) Other Borrowings,0.0
17532,M025,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
17533,M025,2024-06-30,45,           (iii) Other Borrowings,0.0
17534,M025,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
17535,M025,2024-06-30,47,11.TAX PAYABLES,0.0
17536,M025,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
17537,M025,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
17538,M025,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
17539,M025,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
17540,M025,2024-06-30,54,    (c) Capital Grants,0.0
17541,M025,2024-06-30,56,    (e) Share Premium,0.0
17542,M025,2024-06-30,57,    (f) General Reserves,0.0
17543,M025,2024-06-30,59,    (h) Profit/Loss,190375.0
17544,M025,2024-06-30,60,    (i) Other Reserves,0.0
17545,M025,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),63795721.0
17546,M915,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),500168.0
17547,M915,2024-06-30,4,(i) Non-Agent Banking  Balances,500168.0
17548,M915,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
17549,M915,2024-06-30,7,    (d) MNOs Float  Balances,338469.0
17550,M915,2024-06-30,9,    (a )Treasury Bills,0.0
17551,M915,2024-06-30,10,    (b) Other Government Securities,0.0
17552,M915,2024-06-30,12,    (d) Others,0.0
17553,M915,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
17554,M915,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
17555,M915,2024-06-30,15,    (a) Equity Investment,0.0
17556,M915,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
17557,M915,2024-06-30,18,     (a) Loans to Clients,61961363.0
17558,M915,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
17559,ME90,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),14418208.34
17560,ME90,2024-06-30,2,    (a) Cash in Hand,1567327.34
17561,ME90,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),10412721.0
17562,ME90,2024-06-30,4,(i) Non-Agent Banking  Balances,10412721.0
17563,ME90,2024-06-30,5,(ii) Agent-Banking Balances,0.0
17564,ME90,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
17565,ME90,2024-06-30,7,    (d) MNOs Float  Balances,2438160.0
17566,ME90,2024-06-30,10,    (b) Other Government Securities,0.0
17567,ME90,2024-06-30,11,    (c) Private Securities,0.0
17568,ME90,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
17569,ME90,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
17570,ME90,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
17571,ME90,2024-06-30,17,4. LOANS - NET (sum a:d less e),30066820.0
17572,ME90,2024-06-30,18,     (a) Loans to Clients,30370525.25
17573,ME90,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
17574,ME90,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
17575,ME90,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,303705.25
17576,ME90,2024-06-30,24,"    (a) Property, Plant and Equipment",7230000.0
17577,ME90,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
17578,ME90,2024-06-30,28,    (b) Prepaid Expenses,0.0
17579,ME90,2024-06-30,29,    (c )Deffered Tax Assets,0.0
17580,ME90,2024-06-30,30,    (d )Intangible Assets,0.0
17581,ME90,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
17582,ME90,2024-06-30,33,7. TOTAL ASSETS ,51489090.84
17583,ME90,2024-06-30,34,8. LIABILITIES,0.0
17584,ME90,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
17585,ME90,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
17586,ME90,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
17587,ME90,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
17588,ME90,2024-06-30,41,          (v) Other Borrowings,0.0
17589,ME90,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
17590,ME90,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
17591,ME90,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
17592,ME90,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,912872.6
17593,ME90,2024-06-30,47,11.TAX PAYABLES,999365.48
